Tipo;Categoría;Nombre;Dirección;C.Postal;Provincia;Municipio;Localidad;Nucleo;Teléfono 1;Teléfono 2;Teléfono 3;Fax;Email;web;Q Calidad
Restaurante;1;SNACK MARRAKECH;SAN ANTONIO DE PADUA, 1;47003;Valladolid;Valladolid;VALLADOLID;VALLADOLID;631260261;;;;;;
Restaurante / Cafetería;1;MORREDERO;C/REAL, 3;24414;León;Ponferrada;SAN CRISTOBAL DE VALDUEZA;SAN CRISTOBAL DE VALDUEZA;987057920;678764447;918843280;;;;
Restaurante / Bar;2;LA CANTINA;PLAZA MAYOR 23;47001;Valladolid;Valladolid;VALLADOLID;VALLADOLID;983358189;;;;lacantinarestaurante@yahoo.es;;
Restaurante;1;FOODIE;PLAZA MAYOR, 19;24003;León;León;LEON;LEON;987008770;;;;;;
Restaurante / Cafetería;2;ASR RESTAURANTE;AVDA. LOS ANGELES, S/N.- LOS ANGELES DE SAN RAFAEL;40424;Segovia;Vegas de Matute;VEGAS DE MATUTE;VEGAS DE MATUTE;921174322;692101222;;921474140;info@restaurantegolfsegovia.com;www.restaurantegolfsegovia.com;
Restaurante / Bar;1;ESPADAÑA;Plaza PUERTA OBISPO, 5;24007;León;León;LEON;LEON;657727984;;;;VICENTEDEBARRIO@GMAIL.COM;;
Restaurante / Bar;1;LA ZINGARA;AV. DEL PARAMO, 11;24240;León;Santa María del Páramo;SANTA MARIA DEL PARAMO;SANTA MARIA DEL PARAMO;987350350;;;;michel@lazingara.es;;
Restaurante / Bar;1;LA ROLDANA;BARRIO SAN PEDRO, 1;24320;León;Sahagún;SAHAGUN;SAHAGUN;987000000;;;;;;
Restaurante;2;FOSTER'S HOLLYWOOD;CL/CORDÓN,3;9002;Burgos;Burgos;BURGOS;BURGOS;947208878;609339958;;;;;
Restaurante;1;EL BALCON DEL CAÑON;CASTILLO, 1;42317;Soria;Ucero;UCERO;UCERO;975363576;975363669;665608948;;info@ucerorural.com;;
Restaurante / Bar;1;ALYJO;AVDA. DE VALLADOLID, 123;42330;Soria;San Esteban de Gormaz;SAN ESTEBAN DE GORMAZ;SAN ESTEBAN DE GORMAZ;975350893;;;;;;
Restaurante / Bar;1;ALHAJA;Calle DEL MEDIO 85;24416;León;Ponferrada;SANTO TOMAS DE LAS OLLAS;SANTO TOMAS DE LAS OLLAS;987000000;;;;;;
Restaurante / Cafetería;2;EL SAUGAL;CTRA. GUARDO, 6;34100;Palencia;Saldaña;SALDAÑA;SALDAÑA;979892684;;;;info@villarromana.com;www.villarromana.com;
Restaurante / Cafetería;2;LA FÁBRICA DE CERES;CL/HOSPITAL,4;9340;Burgos;Lerma;LERMA;LERMA;947170056;696805620;;947170056;direccion@hotelspaceres.com;www.hotelspaceres.com;
Restaurante / Cafetería;1;HOSPEDERIA MANUELA;Calle MAYOR 1;24150;León;Santa Colomba de Curueño;BARRIO DE NUESTRA SEÑORA;BARRIO DE NUESTRA SEÑORA;987342604;;;;;;
Restaurante / Bar;1;IKEA;ME FALTA UN TORNILLO 5;47195;Valladolid;Arroyo de la Encomienda;ARROYO DE LA ENCOMIENDA;ARROYO DE LA ENCOMIENDA;983327999;;;;;www.ikea.com/es/es/store/valladolid;Si
Restaurante / Cafetería / Bar;1;CAFETERIA 2000;PLAZA MAYOR, 7;42300;Soria;Burgo de Osma-Ciudad de Osma;BURGO DE OSMA (EL);BURGO DE OSMA (EL);975242252;677429858;;;;;
Restaurante / Bar;1;HOSTAL MORATINOS;C/ REAL, 12;34349;Palencia;Moratinos;MORATINOS;MORATINOS;979061466;638 222 720;;979 061469;danielpm2000@yahoo.es;www.hostalmoratinos.es;
Restaurante / Cafetería;1;MEDAS;AVDA/PRÍNCIPE DE ASTURIAS,S/N;9006;Burgos;Burgos;BURGOS;BURGOS;947264939;696992694;;947264939;burgosestacion@areasmail.com;;
Restaurante / Bar;1;CAFÉ EL VALLE;ESPAÑA, 8;47280;Valladolid;Corcos;CORCOS;CORCOS;622173662;;;;;;
Restaurante / Bar;1;MESÓN  LA TENADA;CL/URREZ,4;9199;Burgos;Villasur de Herreros;VILLASUR DE HERREROS;VILLASUR DE HERREROS;635540150;680787063;;;;www.mesonlatenada.com;
Restaurante / Bar;1;EL ALVENDERO;C/DALI, Nº 6;513;Ávila;Burgohondo;BURGOHONDO;BURGOHONDO;603537396;;;;telontelon2000@yahoo.es;;
Restaurante / Bar;1;BRASILIA;AV.  DE BRASILIA Nº 2;34003;Palencia;Palencia;PALENCIA;PALENCIA;979714020;;;;;;
Restaurante / Bar;1;COPACABANA;C/ Las Eras, nº 62;49600;Zamora;Benavente;BENAVENTE;BENAVENTE;618737064;;;;;;
Restaurante / Bar;1;MESÓN CIGALES;VILLA 1 BIS;47270;Valladolid;Cigales;CIGALES;CIGALES;983586037;;;;;;
Restaurante;1;CATYREST;AV. PORTUGAL, KM. 3,4;24403;León;Ponferrada;PONFERRADA;PONFERRADA;987409658;;;;administracion@catyrest.com;www.catyrest.com;Si
Restaurante / Bar;1;TRIBAL;C/ Muralla, s/n;49300;Zamora;Puebla de Sanabria;PUEBLA DE SANABRIA;PUEBLA DE SANABRIA;980620708;;;;info@complejolamajada.es;;
Restaurante;1;MIGUEL Y TIRI;AVDA. ASTURIAS, 15;34880;Palencia;Guardo;GUARDO;GUARDO;979850298;647614123;;;miguelytiri@hotmail.com;;
Restaurante / Bar;1;LA TERRAZA;C/ LA IGLESIA, 14;37799;Salamanca;Topas;TOPAS;TOPAS;923355094;;;;;;
Restaurante / Cafetería;2;CAFETERIA DE LA ESTACIÓN DE SERVICIO SAN ROMAN;CTRA. NACIONAL 502, P.K. 21,200;5130;Ávila;Solosancho;SOLOSANCHO;SOLOSANCHO;920291112;920291112;;;rlasnieves@hotmail.es;;
Restaurante;2;CASA MARGÓ;PZA. ELOY BULLON, 4;37650;Salamanca;Sequeros;SEQUEROS;SEQUEROS;923437470;600808071;;;info@casamargo.com;www.casamargo.com;
Restaurante / Bar;3;EL MARQUESITO;PASEO SANTA LUCIA;5400;Ávila;Arenas de San Pedro;ARENAS DE SAN PEDRO;ARENAS DE SAN PEDRO;647927742;920372546;;;;;
Restaurante;2;LA COMPETENCIA;C/MATASIETE, 9;24003;León;León;LEON;LEON;987216307;;;;beatriz@pizzerialacompetencia.com;;
Restaurante / Bar;1;PARADILLA 143;CL/REAL,S/N-PARAJE DE LA VEGA-CTRA/N-I, SALIDA 143;9460;Burgos;Pardilla;PARDILLA;*DISEMINADO*;947613992;615055241;;;;www.paradilla143.com;
Restaurante;1;CASA ANITA;C/ Santa Marta, nº 3;49626;Zamora;Santa Croya de Tera;SANTA CROYA DE TERA;SANTA CROYA DE TERA;980645244;;;;info@alberguecasaanita.com;www.alberguecasaanita.com;
Restaurante / Bar;1;MESON COTO;PLAZA SANTA TERESA, 613- LOCAL 2;5291;Ávila;Maello;COTO DE PUENTE VIEJO;COTO DE PUENTE VIEJO;921191030;;;;;;
Restaurante / Bar;1;EL TABLON;CAMINO CARPIHUELO, 10;37188;Salamanca;Carbajosa de la Sagrada;CARBAJOSA DE LA SAGRADA;CARBAJOSA DE LA SAGRADA;923208534;;;;;;
Restaurante / Bar;1;LOS CANONIGOS;CL/LA FUENTE, 1;1427;Burgos;Berberana;VALPUESTA;VALPUESTA;947353620;;;;;;
Restaurante / Bar;2;PR CINCO SENTIDOS;CTRA. AUTOVIA A-6 KM 172,5;47490;Valladolid;Rueda;RUEDA;RUEDA;983868540;;;;;;
Restaurante;1;EL PERE DE ASPRONA LEON;AV. PABLO DIEZ, 7;24198;León;Valverde de la Virgen;VIRGEN DEL CAMINO (LA);VIRGEN DEL CAMINO (LA);987302434;;;;;;
Restaurante / Bar;1;LA TOSCANA DE ALISTE;C/ San Francisco, nº 29;49500;Zamora;Alcañices;ALCAÑICES;ALCAÑICES;980680638;;;;;;
Restaurante / Bar;2;REJADORADA;C/ Rejadorada, nº 13;49800;Zamora;Toro;TORO;TORO;980987068;;;;cesarjefedecocina@rejadorada.com;;
Restaurante;1;OCTAVIO ALVAREZ CARBALLO;CTRA. LE-497, KM.10 - EST. INVERNAL DE LEITARIEGOS;24110;León;Villablino;CABOALLES DE ABAJO;CABOALLES DE ABAJO;638604483;680647495;;;vivelaciana@gmail.com;www.albergueleitariegos.com;
Restaurante / Bar;1;LA PIEDRA;MARIANO JOSÉ DE LARRA 7;47013;Valladolid;Valladolid;VALLADOLID;VALLADOLID;609837646;983190689;;;;;
Restaurante / Bar;1;EL RESPIRO;C/FERNAN NUÑEZ, 13;24300;León;Bembibre;BEMBIBRE;BEMBIBRE;987000000;;;;;;
Restaurante / Bar;1;EL PORVENIR;Ctra. Villacastín-Vigo, nº 60;49310;Zamora;Mombuey;MOMBUEY;MOMBUEY;615239545;;;;;;
Restaurante / Bar;1;MESON LABRADOR;C/ LABRADORES, 2;24548;León;Cacabelos;QUILOS;QUILOS;987563382;;;;;;
Restaurante / Bar;2;MESON FRIDAS;Calle Mercado 10;9211;Burgos;Frías;FRIAS;FRIAS;625575802;;;;;;
Restaurante;1;PIZZERIA LA COMPETENCIA;AVDA/REYES CATOLICOS,47;9006;Burgos;Burgos;BURGOS;BURGOS;947245595;;;;rigocp67@hotmail.com;;
Restaurante / Bar;1;HOSTAL ALAMEDA;Ctra. Madrid-Coruña, Km. 262;49600;Zamora;Benavente;BENAVENTE;BENAVENTE;980633847;;;;;;
Restaurante / Bar;1;CASA PABLITO;C/ ARRENES, Nº 3;40529;Segovia;Corral de Ayllón;CORRAL DE AYLLON;CORRAL DE AYLLON;921555144;;;;;;
Restaurante / Cafetería / Bar;1;MEDIEVAL;Plaza Calvo Sotelo, nº 8;49220;Zamora;Fermoselle;FERMOSELLE;FERMOSELLE;680113958;;;;;;
Restaurante / Bar;1;DOÑA BERENGUELA;SAN TERESA DE JESÚS Nº 2;34005;Palencia;Palencia;PALENCIA;PALENCIA;979 701142;;;;berenguelabar@terra.es;;
Restaurante / Bar;1;LA PANADERIA;Calle LOS LECHEROS 9;40100;Segovia;Real Sitio de San Ildefonso;SAN ILDEFONSO O LA GRANJA;SAN ILDEFONSO O LA GRANJA;921470367;921472945;;921470367;restaurante@panaderiapascual.es;;
Restaurante / Bar;1;EL CAPRICHO;PLAZA SAN MARCELO, 9;24003;León;León;LEON;LEON;987233048;;;;;;
Restaurante / Bar;1;CASA FEDERICO;C/REAL, S/N.;24855;León;Puebla de Lillo;ISOBA;ISOBA;987731079;;;;;;
Restaurante / Bar;1;EL APERITIVO TAPAS & VINOS;LOS SITIOS, 7;24700;León;Astorga;ASTORGA;ASTORGA;987603001;;;;reservas@hotelciudaddeastorga.com;www.hotelciudaddeastorga.com;
Restaurante / Bar;1;COMPLEJO CENTRAL PARK;CTRA. MADRID-CORUÑA, KM. 302;24750;León;Bañeza (La);BAÑEZA (LA);BAÑEZA (LA);987000000;;;;;;
Restaurante / Bar;1;LAS TABLAS PEÑARANDA;C/ RICARDO SORIANO, 27, BAJO;37300;Salamanca;Peñaranda de Bracamonte;PEÑARANDA DE BRACAMONTE;PEÑARANDA DE BRACAMONTE;923568428;;;;;;
Restaurante / Bar;1;LOS JUBI;Calle PADRE ISLA, 25;24220;León;Valderas;VALDERAS;VALDERAS;987000000;;;;;;
Restaurante / Bar;1;S.C. ALENA;P. INDUSTRIAL DE LA COMUNIDAD DE VILLA Y TIERRA;40200;Segovia;Cuéllar;CUELLAR;CUELLAR;0;;;;;;
Restaurante / Bar;2;LOS MALAGUEÑOS;C/ EJÉRCITO ESPAÑOL, Nº 32;5480;Ávila;Candeleda;CANDELEDA;CANDELEDA;920382253;676701167;;;;;
Restaurante / Cafetería / Bar;1;STYLE;ENRIQUE CUBERO 28;47014;Valladolid;Valladolid;VALLADOLID;VALLADOLID;983117058;656818183;;;;;
Restaurante / Bar;1;PISCINAS MUNICIPALES DE VALVERDE DEL MAJANO;C/ OTERUELO, S/N;40140;Segovia;Valverde del Majano;VALVERDE DEL MAJANO;VALVERDE DEL MAJANO;666585678;;;;;;
Restaurante / Bar;1;ROSVI;Ctra. Salamanca, nº 26;49155;Zamora;Bóveda de Toro (La);BOVEDA DE TORO (LA);BOVEDA DE TORO (LA);686608418;;;;;;
Restaurante / Bar;1;PIZZERIAS CAMBALACHE,SL;Calle C/ ARCO DE ANIMAS, 2;24003;León;León;LEON;LEON;987201000;;;;;;
Restaurante / Bar;1;CENTRO ECUESTRE VALVERDE;FINCA VALVERDE DE GONZALIAÑEZ;37862;Salamanca;Horcajo Medianero;VALVERDE DE GONZALIAÑEZ;*DISEMINADO*;609432037;923151416;;;reservas@picaderovalverde.com;www.picaderovalverde.com;
Restaurante / Bar;1;LA RUTA DE LOS TEMPLARIOS;CTRA. CASTROCONTRIGO-TRUCHAS, KM. 27;24740;León;Truchas;TRUCHAS;TRUCHAS;987670230;;;;;;
Restaurante / Bar;1;CASA PICIAS;CL/REAL,14 BJ.;9620;Burgos;Sarracín;SARRACIN;SARRACIN;628609262;677432454;;;;;
Restaurante / Bar;1;EL PARADOR;Ctra. de Toro a Salamanca, km. 14'500;49820;Zamora;Villabuena del Puente;VILLABUENA DEL PUENTE;VILLABUENA DEL PUENTE;980566004;;;;;;
Restaurante / Bar;1;LA TABERNA DE TABANERA;Calle REAL;40194;Segovia;Palazuelos de Eresma;TABANERA DEL MONTE;TABANERA DEL MONTE;921449784;653949881;;;selmagomez@hotmail.com;;
Restaurante / Bar;1;EL SERRANITO;CL/FILOMENA HUERTA,1;9600;Burgos;Salas de los Infantes;SALAS DE LOS INFANTES;SALAS DE LOS INFANTES;947380982;651747804;;;;;
Restaurante / Cafetería / Bar;1;FLOR DE TAPAS;EL COLLADO, 58;42002;Soria;Soria;SORIA;SORIA;635117510;635117510;;;;;
Restaurante / Bar;1;ASADOR EL PORTACHUELO;C/ RIO TAJO, Nº 42;40424;Segovia;Espinar (El);ANGELES DE SAN RAFAEL (LOS);ANGELES DE SAN RAFAEL (LOS);638065257;638065257;;;;;
Restaurante / Bar;1;DEIMOS;C/ LOS SOLDADOS, 6;34001;Palencia;Palencia;PALENCIA;PALENCIA;979702062;618204986;;;;;
Restaurante / Bar;1;LA LONJA DE GUIJUELO;C/ FILIBERTO VILLALOBOS, 221;37770;Salamanca;Guijuelo;GUIJUELO;GUIJUELO;923581564;;;923158019;lalonjadeguijuelo@hotmail.es;;
Restaurante / Bar;1;ORAMAR DONER KEBAP;C/ Nueva de la Mota, nº 8;49600;Zamora;Benavente;BENAVENTE;BENAVENTE;616716220;;;;;;
Restaurante / Bar;1;EL CACHO DE CABANILLAS;C/ EL RANCHO, Nº 5;40160;Segovia;Torrecaballeros;CABANILLAS DEL MONTE;CABANILLAS DEL MONTE;629607647;;;;info@elcaho.es;;
Restaurante;1;LA ALMAZUELA;COSTANILLA, 7;26127;Soria;Montenegro de Cameros;MONTENEGRO DE CAMEROS;MONTENEGRO DE CAMEROS;941468125;639947002;;;helena_rego@almazuela.es;www.almazuela.es;
Restaurante;1;EL RINCÓN DE VENTURA;CTRA. PEROSILLO, Nº 12;40354;Segovia;Adrados;ADRADOS;ADRADOS;921148274;605552621;;;;;
Restaurante / Cafetería;1;CASTRO NUEVO;AVDA. EUROPA, 49, BAJO;37480;Salamanca;Fuentes de Oñoro;FUENTES DE OÑORO;FUENTES DE OÑORO;923473176;;;;;;
Restaurante / Bar;1;HOSTAL VIRGEN DEL VISO;C/ Julio Luelmo, nº 42;49159;Zamora;Villaralbo;VILLARALBO;VILLARALBO;980539713;;;;hostalvirgendelviso@gmail.com;www.hostalvirgendelviso.com;
Restaurante / Cafetería;1;HOSPITAL SANTA BARBARA;PASEO SANTA BARBARA, S/N;42003;Soria;Soria;SORIA;SORIA;975228173;;;;;;
Restaurante;1;WOK ASADOR;SALAMANCA, AVDA, Nº A-90;47014;Valladolid;Valladolid;VALLADOLID;VALLADOLID;983302771;;;;;;
Restaurante;1;MR. WOK;Avenida AVENIDA RONDA S/N (CENTRO COMERCIAL PARQUE LAGUNA);47140;Valladolid;Laguna de Duero;LAGUNA DE DUERO;LAGUNA DE DUERO;983526146;983302771;;;;;
Restaurante / Bar;2;CASA TANIS;PLAZA LUIS LOPEZ PANDO, 15 B;42360;Soria;Berlanga de Duero;BERLANGA DE DUERO;BERLANGA DE DUERO;619493658;;;;;;
Restaurante / Bar;1;LOS REMOS;C/ San Antón Viejo, 1;49600;Zamora;Benavente;BENAVENTE;BENAVENTE;980636698;;;;;;
Restaurante / Bar;1;EL PÁRAMO;PLAZA DE SANTO DOMINGO 2;47310;Valladolid;Campaspero;CAMPASPERO;CAMPASPERO;983698930;;;;;;
Restaurante / Bar;1;REDECILLA DEL CAMINO;CL/MAYOR, 12;9259;Burgos;Redecilla del Camino;REDECILLA DEL CAMINO;REDECILLA DEL CAMINO;947585256;697641117;;947585256;enriquefm0@hotmail.com;;
Restaurante / Cafetería / Bar;2;LA BRASERIA DE CUELLAR;C/ AGUSTIN DAZA, Nº 8;40200;Segovia;Cuéllar;CUELLAR;CUELLAR;921144926;;;;albertogranalu@yahoo.es;;
Restaurante / Bar;2;EL NOGAL;C/ PRADO DE LA MANCHA, Nº 3;40154;Segovia;Segovia;MADRONA;MADRONA;921485347;;;;NOGALMADRONA@GMAIL.COM;;
Restaurante / Bar;1;EL ITALIANO;CALLE DEL MEDIO, 12. BAJO;42149;Soria;Navaleno;NAVALENO;NAVALENO;975374340;;;;;www.hrelpinar.com;
Restaurante / Bar;2;LA MORUGA;CL/ESPOLÓN, 24;9640;Burgos;Hortigüela;HORTIGÜELA;HORTIGÜELA;947115003;652982450;;;fernandoblanco@tabernarural.com;www.tabernarural.com;
Restaurante / Bar;1;AMADEUS;C/ Valdeaguila, 2;49200;Zamora;Bermillo de Sayago;BERMILLO DE SAYAGO;BERMILLO DE SAYAGO;980610181;;;;;;
Restaurante / Bar;1;CASA TARA;C/ Zamora, 30;49216;Zamora;Fresno de Sayago;FRESNO DE SAYAGO;FRESNO DE SAYAGO;980618750;;;;;;
Restaurante / Bar;2;POSADA  DE LOS EMBAJADORES;C/ EMBAJADORES, Nº 7;40100;Segovia;Real Sitio de San Ildefonso;SAN ILDEFONSO O LA GRANJA;SAN ILDEFONSO O LA GRANJA;921470793;666285415;;913517648;cateringsegovia@gmail.com;;
Restaurante / Cafetería;1;COLÓN;Calle GAMAZO, 33;47004;Valladolid;Valladolid;VALLADOLID;VALLADOLID;665845672;;;;;;
Restaurante / Bar;2;LA DEHESA DE OSMA;REAL, 92;42318;Soria;Burgo de Osma-Ciudad de Osma;OSMA;OSMA;975341818;;;;info@ladehesadeosma.es;;
Restaurante / Bar;1;BUENOS AIRES;CTRA. MADRID-CORUÑA, KM 84;40150;Segovia;Villacastín;VILLACASTIN;VILLACASTIN;921198085;;;;;;
Restaurante / Bar;1;EL LAGAR;C/ LEIRANCOS, 12;24444;León;Borrenes;ORELLAN;ORELLAN;987695383;;;;;;
Restaurante / Bar;1;CANTINA MONASTERIO;CTRA/BURGOS, 22;9292;Burgos;Monasterio de Rodilla;MONASTERIO DE RODILLA;MONASTERIO DE RODILLA;947594350;;;;;;
Restaurante / Cafetería / Bar;1;TUTTO RISO TUTTO PASTE;Carretera del Lago;49360;Zamora;Galende;CUBELO;CUBELO;695243245;;;;;;
Restaurante;2;FOSTER'S HOLLYWOOD;Calle BURGO NUEVO 52;24001;León;León;LEON;LEON;609011787;;;;fhleon@phi.es;;
Restaurante / Bar;1;ZACARIAS;C/ BARRANCO, Nº 11;40331;Segovia;Valle de Tabladillo;VALLE DE TABLADILLO;VALLE DE TABLADILLO;921534082;618316641;;;;;
Restaurante / Bar;1;LA PARADA DEL ARRIERO;CARRETERA NACIONAL 502 Km. 55;5414;Ávila;Villarejo del Valle;VILLAREJO DEL VALLE;VILLAREJO DEL VALLE;627512474;;;;;;
Restaurante / Bar;1;EL GALLEGO;LA IGLESIA, 2;47290;Valladolid;Cubillas de Santa Marta;CUBILLAS DE SANTA MARTA;CUBILLAS DE SANTA MARTA;983585098;608274471;;;;;
Restaurante / Bar;1;LA FUENTE;Ctra. Benavente-Puebla, km. 31.8;49332;Zamora;Camarzana de Tera;CAMARZANA DE TERA;CAMARZANA DE TERA;980649253;625392552;;;;;
Restaurante / Bar;2;LAS CÚPULAS;C/ EXTRAMUROS, S/N;34429;Palencia;San Cebrián de Campos;SAN CEBRIAN DE CAMPOS;SAN CEBRIAN DE CAMPOS;979154046;636990422;644332425;;;;
Restaurante;1;DON ZAPICO;REAL 36;47250;Valladolid;Mojados;MOJADOS;MOJADOS;618713748;644597079;;;eltilorestaurante@yahoo.es;;
Restaurante / Bar;1;DE PATA NEGRA;C/ MIRAVALLES, 2;34005;Palencia;Palencia;PALENCIA;PALENCIA;626683398;;;;;;
Restaurante / Cafetería;2;ÁREA DE SERVICIO LOS CHOPOS;AUTOVÍA A-67 KM. 51;34469;Palencia;Osorno la Mayor;SANTILLANA DE CAMPOS;SANTILLANA DE CAMPOS;979 817 134;606 334 341;;979 817 396;info@areadeservicioloschopos.com;www.areadeservicioloschopos.com;
Restaurante / Bar;1;PACO;LA FRAGUA 1;47359;Valladolid;Valbuena de Duero;VALBUENA DE DUERO;VALBUENA DE DUERO;983683047;;;;;;
Restaurante / Bar;1;BASI;C/ RENAULT ESPAÑA Nº 10;34003;Palencia;Palencia;PALENCIA;PALENCIA;979 178 444;638068054;;;;;
Restaurante / Bar;2;LA CERANDA;Calle PEDRO SALINAS 2;24195;León;Villaquilambre;VILLAOBISPO DE LAS REGUERAS;VILLAOBISPO DE LAS REGUERAS;987875915;;;;;;
Restaurante / Bar;2;PISCINA MUNICIPAL DE LA BAÑEZA;CR LA MAGDALENA, S/N;24750;León;Bañeza (La);BAÑEZA (LA);BAÑEZA (LA);676982099;;;;;;
Restaurante / Bar;1;LA RIBERA;AV SUERO DE QUIÑONES, S/N;24286;León;Hospital de Órbigo;HOSPITAL DE ORBIGO;HOSPITAL DE ORBIGO;987361087;606306836;;;segunramos@hotmail.com;www.complejolaribera.com;
Restaurante / Bar;1;CERVECERIA UNIVERSAL;C/ BALTASAR GRACIAN, Nº 9;40006;Segovia;Segovia;SEGOVIA;SEGOVIA;921438490;600535445;;;;;
Restaurante / Bar;1;MESÓN CURAVACAS;C/ REDONDA, 38;34887;Palencia;Triollo;TRIOLLO;TRIOLLO;979866223;678532424;;;triollo_rural@hotmail.com;;
Restaurante / Bar;1;LOS OTEROS;C/ LAS ERAS, 7;24209;León;Pajares de los Oteros;PAJARES DE LOS OTEROS;PAJARES DE LOS OTEROS;987203507;;;;;;
Restaurante / Cafetería / Bar;1;FORUM EVOLUCION BURGOS;PASEO SIERRA DE ATAPUERCA, 1;9002;Burgos;Burgos;BURGOS;BURGOS;915425339-3220;630768876;;;;;
Restaurante / Bar;1;POLIDEPORTIVO MUNICIPAL;AV VILLA DE TINEO, S/N;24320;León;Sahagún;SAHAGUN;SAHAGUN;632021757;;;;;;
Restaurante / Cafetería;1;NUEVO RINCON DE MARINA;CTRA. N-620 (BURGOS-PORTUGAL), KM. 291;37200;Salamanca;Fuente de San Esteban (La);FUENTE DE SAN ESTEBAN (LA);FUENTE DE SAN ESTEBAN (LA);638709627;;;;mariamatilla2012@hotmail.es;;
Restaurante;1;LA TREBEDE;Paraje Canal de Hornos, s/n;49780;Zamora;Pobladura del Valle;POBLADURA DEL VALLE;POBLADURA DEL VALLE;659492554;;;;;;
Restaurante;2;WOK YING SL;C/ ANDALUCÍA, Nº 4;34004;Palencia;Palencia;PALENCIA;PALENCIA;979 724 932;;;;;;
Restaurante / Cafetería;1;ESPACIO SAN JUAN DE LA CRUZ. LLAMA DE AMOR VIVA;C/ RAMON Y CAJAL, 29;5310;Ávila;Fontiveros;FONTIVEROS;FONTIVEROS;920252716;654415330;;920245013;;;
Restaurante / Bar;1;GOLF ENTREPINOS;AVENIDA DEL GOLF, 2;47130;Valladolid;Simancas;SIMANCAS;SIMANCAS;983590511;;;;;;
Restaurante / Bar;1;Ñ;CL/BARRUSO,3;9530;Burgos;Oña;OÑA;OÑA;947-651806;610535754;;;reservas@restaurante.es;;
Restaurante / Bar;1;BUS;V CENTENARIO SN;47800;Valladolid;Medina de Rioseco;MEDINA DE RIOSECO;MEDINA DE RIOSECO;983701158;;;;;;
Restaurante / Bar;1;BAGUETERIA REY;C/ ALCALDE MIGUEL CASTAÑO, 95;24005;León;León;LEON;LEON;987215938;;;;;;
Restaurante / Bar;1;CASA MANOLO;ARMAS 2;47800;Valladolid;Medina de Rioseco;MEDINA DE RIOSECO;MEDINA DE RIOSECO;676289845;;;;;;
Restaurante / Bar;1;EL POLÍGONO;RADILLA PARCELA 20;47800;Valladolid;Medina de Rioseco;MEDINA DE RIOSECO;MEDINA DE RIOSECO;605855749;983720351;;;losmolinosrioseco@hotmail.com;;
Restaurante / Bar;1;LA RAÍZ;RECONDO, 3-5;47007;Valladolid;Valladolid;VALLADOLID;VALLADOLID;983222290;983228247;605625630;;reservas@arrocerialaraiz.es;www.arrocerialaraiz.es;
Restaurante / Bar;1;EL HAYEDO DE BEZANA;CL/PUENTE GASSET, 4;9004;Burgos;Burgos;BURGOS;BURGOS;947205916;;;;;www.restauranteelhayedodebezana.es;
Restaurante / Bar;1;LA JAMONERÍA;C/ Lope de Vega, nº 4;49013;Zamora;Zamora;ZAMORA;ZAMORA;980165616;;;;;;
Restaurante;1;LA VIA;AVDA. JUAN CARLOS I, 26, BAJO;47800;Valladolid;Medina de Rioseco;MEDINA DE RIOSECO;MEDINA DE RIOSECO;983720199;983355543;665975178;;;;
Restaurante / Bar;1;EL PAGO DE MARFELIZ;REAL, 8;47862;Valladolid;Urueña;URUEÑA;URUEÑA;983717042;609621863;;;raquel.perezmi@gmail.com;www.pagodemarfeliz.com;
Restaurante / Bar;2;LOS CHICOS;PZA. MAYOR, Nº 6;40219;Segovia;Villaverde de Íscar;VILLAVERDE DE ISCAR;VILLAVERDE DE ISCAR;921167011;645976480;;;;;
Restaurante / Bar;1;ASADOR EL CAPRICHO;C/ ESCARABAJOSA, Nº 16;40250;Segovia;Mozoncillo;MOZONCILLO;MOZONCILLO;921577432;;;;;;
Restaurante / Bar;1;LA ROBLA;C/ La Fuente, nº 2;49520;Zamora;Figueruela de Arriba;FIGUERUELA DE ARRIBA;FIGUERUELA DE ARRIBA;649648489;;;;;;
Restaurante / Bar;2;LA ALEGRÍA;C/ Gaspar de Cepeda, nº 2;49670;Zamora;Fuentes de Ropel;FUENTES DE ROPEL;FUENTES DE ROPEL;980663243;;;;;;
Restaurante;2;MCDONALD'S;CALLE A. URBANIZACIÓN LAS CAMARETAS, S/N;42190;Soria;Golmayo;GOLMAYO;GOLMAYO;975245157;;;;;;Si
Restaurante / Bar;1;ASADOR PEPE;Autovía Rías Baixas, km 15;49622;Zamora;Quintanilla de Urz;QUINTANILLA DE URZ;QUINTANILLA DE URZ;980054071;;;;ofgecon@ofgecon.e.telefonica.net;;
Restaurante / Bar;1;AMERICA;C/ FILIPINAS, 23-29, BAJO;37003;Salamanca;Salamanca;SALAMANCA;SALAMANCA;923188589;;;;;;
Restaurante / Bar;1;EL RINCON DE BOROBIA;CTRA. DE OLVEGA S/N;42138;Soria;Borobia;BOROBIA;BOROBIA;976646356;678101523;;;elrincondeborobia@gmail.com;;
Restaurante / Bar;1;"MESÓN ""LA OLMA""";PZA MAYOR, S/N;40354;Segovia;Adrados;ADRADOS;ADRADOS;679210976;;;;;;
Restaurante;1;GARES;C/ Casasola, s/n;49100;Zamora;Villanueva del Campo;VILLANUEVA DEL CAMPO;VILLANUEVA DEL CAMPO;980666809;;;;;;
Restaurante / Bar;1;MESÓN TARDOBISPO;CTRA LEDESMA, Nº 7;49170;Zamora;Perdigón (El);TARDOBISPO;TARDOBISPO;980576019;;;;;;
